longitude,latitude,api_timestamp,collection_time,taxi_status_from_api,region,available_for_hire_taxis
103.76,1.28,2026-06-20T09:45:00+08:00,2026-06-20T09:45:00,available_for_hire_region_count_synthetic,Other,164
103.7,1.35,2026-06-20T09:45:00+08:00,2026-06-20T09:45:00,available_for_hire_region_count_synthetic,West,320
103.83,1.3,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,Central,1669
103.95,1.35,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,East,458
103.82,1.42,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,North,252
103.88,1.37,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,Northeast,163
103.76,1.28,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,Other,183
103.7,1.35,2026-06-20T09:50:00+08:00,2026-06-20T09:50:00,available_for_hire_region_count_synthetic,West,312
103.83,1.3,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,Central,1741
103.95,1.35,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,East,487
103.82,1.42,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,North,254
103.88,1.37,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,Northeast,162
103.76,1.28,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,Other,171
103.7,1.35,2026-06-20T09:55:00+08:00,2026-06-20T09:55:00,available_for_hire_region_count_synthetic,West,302
103.83,1.3,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,Central,1684
103.95,1.35,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,East,483
103.82,1.42,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,North,271
103.88,1.37,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,Northeast,165
103.76,1.28,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,Other,176
103.7,1.35,2026-06-20T10:00:00+08:00,2026-06-20T10:00:00,available_for_hire_region_count_synthetic,West,281
103.83,1.3,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,Central,1794
103.95,1.35,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,East,494
103.82,1.42,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,North,255
103.88,1.37,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,Northeast,159
103.76,1.28,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,Other,192
103.7,1.35,2026-06-20T10:05:00+08:00,2026-06-20T10:05:00,available_for_hire_region_count_synthetic,West,296
103.83,1.3,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,Central,1803
103.95,1.35,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,East,512
103.82,1.42,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,North,258
103.88,1.37,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,Northeast,175
103.76,1.28,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,Other,172
103.7,1.35,2026-06-20T10:10:00+08:00,2026-06-20T10:10:00,available_for_hire_region_count_synthetic,West,289
103.83,1.3,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,Central,1813
103.95,1.35,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,East,506
103.82,1.42,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,North,260
103.88,1.37,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,Northeast,160
103.76,1.28,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,Other,163
103.7,1.35,2026-06-20T10:15:00+08:00,2026-06-20T10:15:00,available_for_hire_region_count_synthetic,West,280
103.83,1.3,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,Central,1746
103.95,1.35,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,East,518
103.82,1.42,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,North,263
103.88,1.37,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,Northeast,154
103.76,1.28,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,Other,217
103.7,1.35,2026-06-20T10:20:00+08:00,2026-06-20T10:20:00,available_for_hire_region_count_synthetic,West,273
103.83,1.3,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,Central,1771
103.95,1.35,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,East,545
103.82,1.42,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,North,252
103.88,1.37,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,Northeast,139
103.76,1.28,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,Other,213
103.7,1.35,2026-06-20T10:25:00+08:00,2026-06-20T10:25:00,available_for_hire_region_count_synthetic,West,253
103.83,1.3,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,Central,1768
103.95,1.35,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,East,539
103.82,1.42,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,North,230
103.88,1.37,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,Northeast,151
103.76,1.28,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,Other,208
103.7,1.35,2026-06-20T10:30:00+08:00,2026-06-20T10:30:00,available_for_hire_region_count_synthetic,West,263
103.83,1.3,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,Central,1800
103.95,1.35,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,East,542
103.82,1.42,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,North,229
103.88,1.37,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,Northeast,153
103.76,1.28,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,Other,198
103.7,1.35,2026-06-20T10:35:00+08:00,2026-06-20T10:35:00,available_for_hire_region_count_synthetic,West,250
103.83,1.3,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,Central,1823
103.95,1.35,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,East,539
103.82,1.42,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,North,211
103.88,1.37,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,Northeast,158
103.76,1.28,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,Other,206
103.7,1.35,2026-06-20T10:40:00+08:00,2026-06-20T10:40:00,available_for_hire_region_count_synthetic,West,266
103.83,1.3,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,Central,1723
103.95,1.35,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,East,553
103.82,1.42,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,North,223
103.88,1.37,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,Northeast,156
103.76,1.28,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,Other,188
103.7,1.35,2026-06-20T10:45:00+08:00,2026-06-20T10:45:00,available_for_hire_region_count_synthetic,West,260
103.83,1.3,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,Central,1734
103.95,1.35,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,East,547
103.82,1.42,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,North,242
103.88,1.37,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,Northeast,161
103.76,1.28,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,Other,215
103.7,1.35,2026-06-20T10:50:00+08:00,2026-06-20T10:50:00,available_for_hire_region_count_synthetic,West,250
103.83,1.3,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,Central,1691
103.95,1.35,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,East,606
103.82,1.42,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,North,242
103.88,1.37,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,Northeast,184
103.76,1.28,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,Other,210
103.7,1.35,2026-06-20T10:55:00+08:00,2026-06-20T10:55:00,available_for_hire_region_count_synthetic,West,266
103.83,1.3,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,Central,1638
103.95,1.35,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,East,606
103.82,1.42,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,North,243
103.88,1.37,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,Northeast,205
103.76,1.28,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,Other,214
103.7,1.35,2026-06-20T11:00:00+08:00,2026-06-20T11:00:00,available_for_hire_region_count_synthetic,West,238
103.83,1.3,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,Central,1654
103.95,1.35,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,East,608
103.82,1.42,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,North,223
103.88,1.37,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,Northeast,200
103.76,1.28,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,Other,193
103.7,1.35,2026-06-20T11:05:00+08:00,2026-06-20T11:05:00,available_for_hire_region_count_synthetic,West,254
103.83,1.3,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,Central,1621
103.95,1.35,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,East,647
103.82,1.42,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,North,234
103.88,1.37,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,Northeast,181
103.76,1.28,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,Other,208
103.7,1.35,2026-06-20T11:10:00+08:00,2026-06-20T11:10:00,available_for_hire_region_count_synthetic,West,255
103.83,1.3,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,Central,1622
103.95,1.35,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,East,602
103.82,1.42,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,North,210
103.88,1.37,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,Northeast,187
103.76,1.28,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,Other,192
103.7,1.35,2026-06-20T11:15:00+08:00,2026-06-20T11:15:00,available_for_hire_region_count_synthetic,West,236
103.83,1.3,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,Central,1599
103.95,1.35,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,East,636
103.82,1.42,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,North,217
103.88,1.37,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,Northeast,170
103.76,1.28,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,Other,201
103.7,1.35,2026-06-20T11:20:00+08:00,2026-06-20T11:20:00,available_for_hire_region_count_synthetic,West,221
103.83,1.3,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,Central,1580
103.95,1.35,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,East,590
103.82,1.42,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,North,212
103.88,1.37,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,Northeast,180
103.76,1.28,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,Other,212
103.7,1.35,2026-06-20T11:25:00+08:00,2026-06-20T11:25:00,available_for_hire_region_count_synthetic,West,214
103.83,1.3,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,Central,1497
103.95,1.35,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,East,585
103.82,1.42,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,North,206
103.88,1.37,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,Northeast,177
103.76,1.28,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,Other,217
103.7,1.35,2026-06-20T11:30:00+08:00,2026-06-20T11:30:00,available_for_hire_region_count_synthetic,West,182
103.83,1.3,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,Central,1416
103.95,1.35,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,East,594
103.82,1.42,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,North,236
103.88,1.37,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,Northeast,170
103.76,1.28,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,Other,203
103.7,1.35,2026-06-20T11:35:00+08:00,2026-06-20T11:35:00,available_for_hire_region_count_synthetic,West,194
103.83,1.3,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,Central,1440
103.95,1.35,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,East,607
103.82,1.42,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,North,217
103.88,1.37,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,Northeast,170
103.76,1.28,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,Other,225
103.7,1.35,2026-06-20T11:40:00+08:00,2026-06-20T11:40:00,available_for_hire_region_count_synthetic,West,182
103.83,1.3,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,Central,1403
103.95,1.35,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,East,575
103.82,1.42,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,North,223
103.88,1.37,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,Northeast,166
103.76,1.28,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,Other,170
103.7,1.35,2026-06-20T11:45:00+08:00,2026-06-20T11:45:00,available_for_hire_region_count_synthetic,West,178
103.83,1.3,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,Central,1319
103.95,1.35,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,East,573
103.82,1.42,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,North,207
103.88,1.37,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,Northeast,169
103.76,1.28,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,Other,187
103.7,1.35,2026-06-20T11:50:00+08:00,2026-06-20T11:50:00,available_for_hire_region_count_synthetic,West,177
103.83,1.3,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,Central,1311
103.95,1.35,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,East,575
103.82,1.42,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,North,236
103.88,1.37,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,Northeast,171
103.76,1.28,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,Other,177
103.7,1.35,2026-06-20T11:55:00+08:00,2026-06-20T11:55:00,available_for_hire_region_count_synthetic,West,181
103.83,1.3,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,Central,1315
103.95,1.35,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,East,573
103.82,1.42,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,North,226
103.88,1.37,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,Northeast,161
103.76,1.28,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,Other,172
103.7,1.35,2026-06-20T12:00:00+08:00,2026-06-20T12:00:00,available_for_hire_region_count_synthetic,West,164
103.83,1.3,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,Central,1379
103.95,1.35,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,East,586
103.82,1.42,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,North,217
103.88,1.37,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,Northeast,166
103.76,1.28,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,Other,188
103.7,1.35,2026-06-20T12:05:00+08:00,2026-06-20T12:05:00,available_for_hire_region_count_synthetic,West,182
103.83,1.3,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,Central,1416
103.95,1.35,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,East,582
103.82,1.42,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,North,222
103.88,1.37,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,Northeast,169
103.76,1.28,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,Other,181
103.7,1.35,2026-06-20T12:10:00+08:00,2026-06-20T12:10:00,available_for_hire_region_count_synthetic,West,179
103.83,1.3,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,Central,1404
103.95,1.35,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,East,583
103.82,1.42,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,North,228
103.88,1.37,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,Northeast,179
103.76,1.28,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,Other,193
103.7,1.35,2026-06-20T12:15:00+08:00,2026-06-20T12:15:00,available_for_hire_region_count_synthetic,West,188
103.83,1.3,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,Central,1454
103.95,1.35,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,East,599
103.82,1.42,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,North,229
103.88,1.37,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,Northeast,182
103.76,1.28,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,Other,189
103.7,1.35,2026-06-20T12:20:00+08:00,2026-06-20T12:20:00,available_for_hire_region_count_synthetic,West,200
103.83,1.3,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,Central,1410
103.95,1.35,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,East,570
103.82,1.42,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,North,231
103.88,1.37,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,Northeast,185
103.76,1.28,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,Other,203
103.7,1.35,2026-06-20T12:25:00+08:00,2026-06-20T12:25:00,available_for_hire_region_count_synthetic,West,172
103.83,1.3,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,Central,1433
103.95,1.35,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,East,570
103.82,1.42,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,North,231
103.88,1.37,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,Northeast,211
103.76,1.28,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,Other,201
103.7,1.35,2026-06-20T12:30:00+08:00,2026-06-20T12:30:00,available_for_hire_region_count_synthetic,West,177
103.83,1.3,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,Central,1439
103.95,1.35,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,East,577
103.82,1.42,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,North,247
103.88,1.37,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,Northeast,210
103.76,1.28,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,Other,193
103.7,1.35,2026-06-20T12:35:00+08:00,2026-06-20T12:35:00,available_for_hire_region_count_synthetic,West,170
103.83,1.3,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,Central,1422
103.95,1.35,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,East,580
103.82,1.42,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,North,269
103.88,1.37,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,Northeast,186
103.76,1.28,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,Other,199
103.7,1.35,2026-06-20T12:40:00+08:00,2026-06-20T12:40:00,available_for_hire_region_count_synthetic,West,155
103.83,1.3,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,Central,1472
103.95,1.35,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,East,573
103.82,1.42,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,North,267
103.88,1.37,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,Northeast,205
103.76,1.28,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,Other,203
103.7,1.35,2026-06-20T12:45:00+08:00,2026-06-20T12:45:00,available_for_hire_region_count_synthetic,West,167
103.83,1.3,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,Central,1414
103.95,1.35,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,East,620
103.82,1.42,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,North,291
103.88,1.37,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,Northeast,213
103.76,1.28,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,Other,222
103.7,1.35,2026-06-20T12:50:00+08:00,2026-06-20T12:50:00,available_for_hire_region_count_synthetic,West,182
103.83,1.3,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,Central,1364
103.95,1.35,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,East,626
103.82,1.42,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,North,291
103.88,1.37,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,Northeast,216
103.76,1.28,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,Other,209
103.7,1.35,2026-06-20T12:55:00+08:00,2026-06-20T12:55:00,available_for_hire_region_count_synthetic,West,168
103.83,1.3,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,Central,1384
103.95,1.35,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,East,605
103.82,1.42,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,North,293
103.88,1.37,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,Northeast,231
103.76,1.28,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,Other,216
103.7,1.35,2026-06-20T13:00:00+08:00,2026-06-20T13:00:00,available_for_hire_region_count_synthetic,West,177
